"Date","year","month","Local.Site.Name","County","meanlatitude","meanlongitude","PM2.5","Ozone"
2024-03-23,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,61
2024-03-23,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,19,42
2024-03-23,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,18,40
2024-03-23,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,13,35
2024-03-23,2024,3,"Linville Falls","Avery",35.972347,-81.933072,NA,40
2024-03-23,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,13,38
2024-03-23,2024,3,"Millbrook School","Wake",35.856111,-78.574167,15,37
2024-03-23,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16,34
2024-03-23,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,16,36
2024-03-24,2024,3,"Bryson City","Swain",35.434767,-83.442133,21,44
2024-03-24,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,22.5,44
2024-03-24,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,23,48
2024-03-24,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,39,43
2024-03-24,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,64
2024-03-24,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,20,44
2024-03-24,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,23,44
2024-03-24,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,16,40
2024-03-24,2024,3,"Linville Falls","Avery",35.972347,-81.933072,NA,51
2024-03-24,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,43
2024-03-24,2024,3,"Millbrook School","Wake",35.856111,-78.574167,20,44
2024-03-24,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,12,42
2024-03-24,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,18,44
2024-03-25,2024,3,"Bryson City","Swain",35.434767,-83.442133,18,51
2024-03-25,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,42,42
2024-03-25,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,34,58
2024-03-25,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,51,44
2024-03-25,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,14,NA
2024-03-25,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,55,46
2024-03-25,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,29,48
2024-03-25,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,29,NA
2024-03-25,2024,3,"Linville Falls","Avery",35.972347,-81.933072,18,54
2024-03-25,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,46
2024-03-25,2024,3,"Millbrook School","Wake",35.856111,-78.574167,31.5,44
2024-03-25,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34,43
2024-03-25,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,29,47
2024-03-26,2024,3,"Bryson City","Swain",35.434767,-83.442133,18,34
2024-03-26,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,47.5,39
2024-03-26,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,42,35
2024-03-26,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,55,38
2024-03-26,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,41
2024-03-26,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,60,37
2024-03-26,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,42,33
2024-03-26,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,37,NA
2024-03-26,2024,3,"Linville Falls","Avery",35.972347,-81.933072,NA,39
2024-03-26,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,48,36
2024-03-26,2024,3,"Millbrook School","Wake",35.856111,-78.574167,44,40
2024-03-26,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,36
2024-03-26,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,46,41
2024-03-27,2024,3,"Bryson City","Swain",35.434767,-83.442133,17,40
2024-03-27,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,35
2024-03-27,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,19,26
2024-03-27,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,45,19
2024-03-27,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,42
2024-03-27,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21,19
2024-03-27,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,19,25
2024-03-27,2024,3,"Linville Falls","Avery",35.972347,-81.933072,NA,37
2024-03-27,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,20
2024-03-27,2024,3,"Millbrook School","Wake",35.856111,-78.574167,38,18
2024-03-27,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,27,23
2024-03-27,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,44,20
2024-03-28,2024,3,"Bryson City","Swain",35.434767,-83.442133,20,45
2024-03-28,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,18.5,28
2024-03-28,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,24,48
2024-03-28,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,32,29
2024-03-28,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,46
2024-03-28,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18,42
2024-03-28,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,21.5,44
2024-03-28,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,NA,26
2024-03-28,2024,3,"Linville Falls","Avery",35.972347,-81.933072,14,45
2024-03-28,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,18,43
2024-03-28,2024,3,"Millbrook School","Wake",35.856111,-78.574167,20,33
2024-03-28,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16,24
2024-03-28,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,17,26
2024-03-29,2024,3,"Bryson City","Swain",35.434767,-83.442133,43,46
2024-03-29,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,35,48
2024-03-29,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,29,54
2024-03-29,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,50,48
2024-03-29,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,50
2024-03-29,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,47
2024-03-29,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,32,47
2024-03-29,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,34,48
2024-03-29,2024,3,"Linville Falls","Avery",35.972347,-81.933072,NA,49
2024-03-29,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,40,48
2024-03-29,2024,3,"Millbrook School","Wake",35.856111,-78.574167,31,50
2024-03-29,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,39,49
2024-03-29,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,35,50
2024-03-30,2024,3,"Bryson City","Swain",35.434767,-83.442133,53,54
2024-03-30,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,37.5,64
2024-03-30,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,43,71
2024-03-30,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,56,54
2024-03-30,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,61
2024-03-30,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,52,54
2024-03-30,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,41,54
2024-03-30,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,51,51
2024-03-30,2024,3,"Linville Falls","Avery",35.972347,-81.933072,NA,54
2024-03-30,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,64
2024-03-30,2024,3,"Millbrook School","Wake",35.856111,-78.574167,46,54
2024-03-30,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,46,54
2024-03-30,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,47,54
2024-03-31,2024,3,"Bryson City","Swain",35.434767,-83.442133,53,46
2024-03-31,2024,3,"Castle Hayne","New Hanover",34.364167,-77.838611,50.5,61
2024-03-31,2024,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,47.5,64
2024-03-31,2024,3,"Durham Armory","Durham",36.0329550008979,-78.904037,56,51
2024-03-31,2024,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,29,48
2024-03-31,2024,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,54,50
2024-03-31,2024,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,50.5,49
2024-03-31,2024,3,"Leggett","Edgecombe",35.988278,-77.5843,52,51
2024-03-31,2024,3,"Linville Falls","Avery",35.972347,-81.933072,30,49
2024-03-31,2024,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,53,58
2024-03-31,2024,3,"Millbrook School","Wake",35.856111,-78.574167,53,51
2024-03-31,2024,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,53,51
2024-03-31,2024,3,"West Johnston Co.","Johnston",35.59095,-78.4622,54,58
2024-04-01,2024,4,"Bryson City","Swain",35.434767,-83.442133,55,42
2024-04-01,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,48,42
2024-04-01,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,58,50
2024-04-01,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,67,44
2024-04-01,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,46
2024-04-01,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,58,43
2024-04-01,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,58,45
2024-04-01,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,56,44
2024-04-01,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,45
2024-04-01,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,59,47
2024-04-01,2024,4,"Millbrook School","Wake",35.856111,-78.574167,59,43
2024-04-01,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,55,44
2024-04-01,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,71,48
2024-04-02,2024,4,"Bryson City","Swain",35.434767,-83.442133,58,44
2024-04-02,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,54.5,43
2024-04-02,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,63,49
2024-04-02,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,69,43
2024-04-02,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,54
2024-04-02,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,57,41
2024-04-02,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,65,45
2024-04-02,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,57,42
2024-04-02,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,46
2024-04-02,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,64,48
2024-04-02,2024,4,"Millbrook School","Wake",35.856111,-78.574167,71,44
2024-04-02,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,59,39
2024-04-02,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,64,45
2024-04-03,2024,4,"Bryson City","Swain",35.434767,-83.442133,18,42
2024-04-03,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,50.5,37
2024-04-03,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,36,47
2024-04-03,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,54,44
2024-04-03,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,45
2024-04-03,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,23.5,43
2024-04-03,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,39,43
2024-04-03,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,42,30
2024-04-03,2024,4,"Linville Falls","Avery",35.972347,-81.933072,13,44
2024-04-03,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37,44
2024-04-03,2024,4,"Millbrook School","Wake",35.856111,-78.574167,51,44
2024-04-03,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,46,29
2024-04-03,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,48,42
2024-04-04,2024,4,"Bryson City","Swain",35.434767,-83.442133,16,37
2024-04-04,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,20,42
2024-04-04,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,9,42
2024-04-04,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,38
2024-04-04,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,40
2024-04-04,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,38
2024-04-04,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,11,37
2024-04-04,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,6,40
2024-04-04,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,40
2024-04-04,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,11,38
2024-04-04,2024,4,"Millbrook School","Wake",35.856111,-78.574167,13,40
2024-04-04,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,41
2024-04-04,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,18,41
2024-04-05,2024,4,"Bryson City","Swain",35.434767,-83.442133,7,32
2024-04-05,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,19,43
2024-04-05,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,12,40
2024-04-05,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,31,38
2024-04-05,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
2024-04-05,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,36
2024-04-05,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,12,35
2024-04-05,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,4,40
2024-04-05,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,35
2024-04-05,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,36
2024-04-05,2024,4,"Millbrook School","Wake",35.856111,-78.574167,12,41
2024-04-05,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,9,44
2024-04-05,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,12,43
2024-04-06,2024,4,"Bryson City","Swain",35.434767,-83.442133,19,41
2024-04-06,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,15.5,44
2024-04-06,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,11,45
2024-04-06,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,28,39
2024-04-06,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,44
2024-04-06,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,43
2024-04-06,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,14,41
2024-04-06,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,38
2024-04-06,2024,4,"Linville Falls","Avery",35.972347,-81.933072,7,44
2024-04-06,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,16,41
2024-04-06,2024,4,"Millbrook School","Wake",35.856111,-78.574167,11.5,41
2024-04-06,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,39
2024-04-06,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,13,42
2024-04-07,2024,4,"Bryson City","Swain",35.434767,-83.442133,25,44
2024-04-07,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,19,43
2024-04-07,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,18,49
2024-04-07,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,32,43
2024-04-07,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,61
2024-04-07,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,22,47
2024-04-07,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,22,47
2024-04-07,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,42
2024-04-07,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,44
2024-04-07,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,28,47
2024-04-07,2024,4,"Millbrook School","Wake",35.856111,-78.574167,19,44
2024-04-07,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,12,42
2024-04-07,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,26,46
2024-04-08,2024,4,"Bryson City","Swain",35.434767,-83.442133,52,50
2024-04-08,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,46
2024-04-08,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,53,58
2024-04-08,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,61,46
2024-04-08,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,54
2024-04-08,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,45
2024-04-08,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,52,49
2024-04-08,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,45
2024-04-08,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,49
2024-04-08,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,56,58
2024-04-08,2024,4,"Millbrook School","Wake",35.856111,-78.574167,51,47
2024-04-08,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,33,45
2024-04-08,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,55,48
2024-04-09,2024,4,"Bryson City","Swain",35.434767,-83.442133,51,39
2024-04-09,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,29.5,42
2024-04-09,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,52,41
2024-04-09,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,58,41
2024-04-09,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,41,54
2024-04-09,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,52.5,32
2024-04-09,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,52,33
2024-04-09,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,42
2024-04-09,2024,4,"Linville Falls","Avery",35.972347,-81.933072,41,43
2024-04-09,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,53,39
2024-04-09,2024,4,"Millbrook School","Wake",35.856111,-78.574167,48.5,38
2024-04-09,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,42,44
2024-04-09,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,44,41
2024-04-10,2024,4,"Bryson City","Swain",35.434767,-83.442133,46,43
2024-04-10,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,30.5,46
2024-04-10,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,54,39
2024-04-10,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,54,37
2024-04-10,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43
2024-04-10,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,42,37
2024-04-10,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,54,36
2024-04-10,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,37
2024-04-10,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,40
2024-04-10,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,52,34
2024-04-10,2024,4,"Millbrook School","Wake",35.856111,-78.574167,38,37
2024-04-10,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,41,41
2024-04-10,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,36,40
2024-04-11,2024,4,"Bryson City","Swain",35.434767,-83.442133,19,41
2024-04-11,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,40,40
2024-04-11,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,27,41
2024-04-11,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,29,37
2024-04-11,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
2024-04-11,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,9,36
2024-04-11,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,28,38
2024-04-11,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,36
2024-04-11,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,44
2024-04-11,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,23,37
2024-04-11,2024,4,"Millbrook School","Wake",35.856111,-78.574167,30,37
2024-04-11,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,37,37
2024-04-11,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,26,38
2024-04-12,2024,4,"Bryson City","Swain",35.434767,-83.442133,21,43
2024-04-12,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,29,48
2024-04-12,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,15,48
2024-04-12,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,41,46
2024-04-12,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,13,44
2024-04-12,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,15,44
2024-04-12,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,16,44
2024-04-12,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,NA,49
2024-04-12,2024,4,"Linville Falls","Avery",35.972347,-81.933072,12,44
2024-04-12,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,8,45
2024-04-12,2024,4,"Millbrook School","Wake",35.856111,-78.574167,19,49
2024-04-12,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21,48
2024-04-12,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,16,48
2024-04-13,2024,4,"Bryson City","Swain",35.434767,-83.442133,29,48
2024-04-13,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,19,46
2024-04-13,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,15,50
2024-04-13,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,36,45
2024-04-13,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,58
2024-04-13,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,27,47
2024-04-13,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,17,45
2024-04-13,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,22,45
2024-04-13,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,49
2024-04-13,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,45
2024-04-13,2024,4,"Millbrook School","Wake",35.856111,-78.574167,15,47
2024-04-13,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16,46
2024-04-13,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,19,47
2024-04-14,2024,4,"Bryson City","Swain",35.434767,-83.442133,46,71
2024-04-14,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,27,58
2024-04-14,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,33,74
2024-04-14,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,53,51
2024-04-14,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,71
2024-04-14,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,55,54
2024-04-14,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,37,58
2024-04-14,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,33,50
2024-04-14,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,67
2024-04-14,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,47,74
2024-04-14,2024,4,"Millbrook School","Wake",35.856111,-78.574167,32,51
2024-04-14,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,31,49
2024-04-14,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,35,54
2024-04-15,2024,4,"Bryson City","Swain",35.434767,-83.442133,46,48
2024-04-15,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,51.5,74
2024-04-15,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,51,84
2024-04-15,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,57,54
2024-04-15,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,36,58
2024-04-15,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,53.5,61
2024-04-15,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,53,64
2024-04-15,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,46,64
2024-04-15,2024,4,"Linville Falls","Avery",35.972347,-81.933072,32,51
2024-04-15,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,56,87
2024-04-15,2024,4,"Millbrook School","Wake",35.856111,-78.574167,52.5,61
2024-04-15,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,53,58
2024-04-15,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,52,61
2024-04-16,2024,4,"Bryson City","Swain",35.434767,-83.442133,68,NA
2024-04-16,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,58,61
2024-04-16,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,61,80
2024-04-16,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,66,48
2024-04-16,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,67
2024-04-16,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,59,61
2024-04-16,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,61,67
2024-04-16,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,38,46
2024-04-16,2024,4,"Linville Falls","Avery",35.972347,-81.933072,NA,61
2024-04-16,2024,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,58,50
2024-04-16,2024,4,"Millbrook School","Wake",35.856111,-78.574167,58,47
2024-04-16,2024,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,52,46
2024-04-16,2024,4,"West Johnston Co.","Johnston",35.59095,-78.4622,58,48
2024-04-17,2024,4,"Bryson City","Swain",35.434767,-83.442133,47,49
2024-04-17,2024,4,"Castle Hayne","New Hanover",34.364167,-77.838611,45.5,49
2024-04-17,2024,4,"Clemmons Middle","Forsyth",36.026612,-80.341962,67,71
2024-04-17,2024,4,"Durham Armory","Durham",36.0329550008979,-78.904037,71,40
2024-04-17,2024,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,54
2024-04-17,2024,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,58,45
2024-04-17,2024,4,"Hattie Avenue","Forsyth",36.11094,-80.224501,67,51
2024-04-17,2024,4,"Leggett","Edgecombe",35.988278,-77.5843,54,45
