"Date","year","month","Local.Site.Name","County","meanlatitude","meanlongitude","PM2.5","Ozone"
2025-02-13,2025,2,"Bryson City","Swain",35.434767,-83.442133,15,NA
2025-02-13,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,32.5,NA
2025-02-13,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,21,NA
2025-02-13,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,19,NA
2025-02-13,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,19,NA
2025-02-13,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,22,NA
2025-02-13,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,14,NA
2025-02-13,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,10,NA
2025-02-13,2025,2,"Millbrook School","Wake",35.856111,-78.574167,21,25
2025-02-13,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,14,NA
2025-02-13,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,24,NA
2025-02-14,2025,2,"Bryson City","Swain",35.434767,-83.442133,34,NA
2025-02-14,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,30,NA
2025-02-14,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,33,NA
2025-02-14,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,34,NA
2025-02-14,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,38,35
2025-02-14,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,33,NA
2025-02-14,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,25,NA
2025-02-14,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,NA
2025-02-14,2025,2,"Millbrook School","Wake",35.856111,-78.574167,38,34
2025-02-14,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,18,NA
2025-02-14,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,28,NA
2025-02-15,2025,2,"Bryson City","Swain",35.434767,-83.442133,46,NA
2025-02-15,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,29,NA
2025-02-15,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,41,NA
2025-02-15,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,32,NA
2025-02-15,2025,2,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,NA
2025-02-15,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,23
2025-02-15,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,39,NA
2025-02-15,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,24,NA
2025-02-15,2025,2,"Linville Falls","Avery",35.972347,-81.933072,22,NA
2025-02-15,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,34,NA
2025-02-15,2025,2,"Millbrook School","Wake",35.856111,-78.574167,28,29
2025-02-15,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17,NA
2025-02-15,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,36,NA
2025-02-16,2025,2,"Bryson City","Swain",35.434767,-83.442133,19,NA
2025-02-16,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,27,NA
2025-02-16,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,14,NA
2025-02-16,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,15,NA
2025-02-16,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24,33
2025-02-16,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,16,NA
2025-02-16,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,14,NA
2025-02-16,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,9,NA
2025-02-16,2025,2,"Millbrook School","Wake",35.856111,-78.574167,17,33
2025-02-16,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,9,NA
2025-02-16,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,24,NA
2025-02-17,2025,2,"Bryson City","Swain",35.434767,-83.442133,19,NA
2025-02-17,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,20.5,NA
2025-02-17,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,20,NA
2025-02-17,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,21,NA
2025-02-17,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,39
2025-02-17,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,19,NA
2025-02-17,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,17,NA
2025-02-17,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,13,NA
2025-02-17,2025,2,"Millbrook School","Wake",35.856111,-78.574167,18,38
2025-02-17,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,11,NA
2025-02-17,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,12,NA
2025-02-18,2025,2,"Bryson City","Swain",35.434767,-83.442133,34,NA
2025-02-18,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,30.5,NA
2025-02-18,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,29,NA
2025-02-18,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,19,NA
2025-02-18,2025,2,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,NA
2025-02-18,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,47,37
2025-02-18,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,25,NA
2025-02-18,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,13,NA
2025-02-18,2025,2,"Linville Falls","Avery",35.972347,-81.933072,14,NA
2025-02-18,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,19,NA
2025-02-18,2025,2,"Millbrook School","Wake",35.856111,-78.574167,22.5,38
2025-02-18,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16,NA
2025-02-18,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,24,NA
2025-02-19,2025,2,"Bryson City","Swain",35.434767,-83.442133,42,NA
2025-02-19,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,25.5,NA
2025-02-19,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,31,NA
2025-02-19,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,37,NA
2025-02-19,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,51,27
2025-02-19,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,30,NA
2025-02-19,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,23,NA
2025-02-19,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,29,NA
2025-02-19,2025,2,"Millbrook School","Wake",35.856111,-78.574167,28,30
2025-02-19,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,18,NA
2025-02-19,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,17,NA
2025-02-20,2025,2,"Bryson City","Swain",35.434767,-83.442133,22,NA
2025-02-20,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,47,NA
2025-02-20,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,33,NA
2025-02-20,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,32,NA
2025-02-20,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,35
2025-02-20,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,32,NA
2025-02-20,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,25,NA
2025-02-20,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,27,NA
2025-02-20,2025,2,"Millbrook School","Wake",35.856111,-78.574167,23,35
2025-02-20,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22,NA
2025-02-20,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,19,NA
2025-02-21,2025,2,"Bryson City","Swain",35.434767,-83.442133,16,NA
2025-02-21,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,38.5,NA
2025-02-21,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,22,NA
2025-02-21,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,28,NA
2025-02-21,2025,2,"Frying Pan Mountain","Haywood",35.379167,-82.7925,6,NA
2025-02-21,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,33,32
2025-02-21,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,16.5,NA
2025-02-21,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,22,NA
2025-02-21,2025,2,"Linville Falls","Avery",35.972347,-81.933072,9,NA
2025-02-21,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24,NA
2025-02-21,2025,2,"Millbrook School","Wake",35.856111,-78.574167,22,35
2025-02-21,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19,NA
2025-02-21,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,16,NA
2025-02-22,2025,2,"Bryson City","Swain",35.434767,-83.442133,51,NA
2025-02-22,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,56,NA
2025-02-22,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,31,NA
2025-02-22,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,36,NA
2025-02-22,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,42,40
2025-02-22,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,30,NA
2025-02-22,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,25,NA
2025-02-22,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,29,NA
2025-02-22,2025,2,"Millbrook School","Wake",35.856111,-78.574167,31,33
2025-02-22,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,32,NA
2025-02-22,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,27,NA
2025-02-23,2025,2,"Bryson City","Swain",35.434767,-83.442133,51,NA
2025-02-23,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,46.5,NA
2025-02-23,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,44,NA
2025-02-23,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,44,NA
2025-02-23,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,55,44
2025-02-23,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,33,NA
2025-02-23,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,32,NA
2025-02-23,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,NA
2025-02-23,2025,2,"Millbrook School","Wake",35.856111,-78.574167,43,41
2025-02-23,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,42,NA
2025-02-23,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,47,NA
2025-02-24,2025,2,"Bryson City","Swain",35.434767,-83.442133,35,NA
2025-02-24,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,61.5,NA
2025-02-24,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,52.5,NA
2025-02-24,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,40,NA
2025-02-24,2025,2,"Frying Pan Mountain","Haywood",35.379167,-82.7925,15,NA
2025-02-24,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,66,50
2025-02-24,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,42,NA
2025-02-24,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,31,NA
2025-02-24,2025,2,"Linville Falls","Avery",35.972347,-81.933072,14,NA
2025-02-24,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,43,NA
2025-02-24,2025,2,"Millbrook School","Wake",35.856111,-78.574167,52,43
2025-02-24,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,38,NA
2025-02-24,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,53,NA
2025-02-25,2025,2,"Bryson City","Swain",35.434767,-83.442133,41,NA
2025-02-25,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,69,NA
2025-02-25,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,52,NA
2025-02-25,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,55,NA
2025-02-25,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,62,49
2025-02-25,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,58,46
2025-02-25,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,51,NA
2025-02-25,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,48,NA
2025-02-25,2025,2,"Millbrook School","Wake",35.856111,-78.574167,61,47
2025-02-25,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,58,NA
2025-02-25,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,60,NA
2025-02-26,2025,2,"Bryson City","Swain",35.434767,-83.442133,29,NA
2025-02-26,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,78,NA
2025-02-26,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,39,NA
2025-02-26,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,49,NA
2025-02-26,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,59,51
2025-02-26,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,33,54
2025-02-26,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,46,NA
2025-02-26,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,33,NA
2025-02-26,2025,2,"Millbrook School","Wake",35.856111,-78.574167,53,42
2025-02-26,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,51,NA
2025-02-26,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,57,NA
2025-02-27,2025,2,"Bryson City","Swain",35.434767,-83.442133,34,NA
2025-02-27,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,69,NA
2025-02-27,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,55,45
2025-02-27,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,65,NA
2025-02-27,2025,2,"Frying Pan Mountain","Haywood",35.379167,-82.7925,25,NA
2025-02-27,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,57.5,46
2025-02-27,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,55.5,44
2025-02-27,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,62,NA
2025-02-27,2025,2,"Linville Falls","Avery",35.972347,-81.933072,30,NA
2025-02-27,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,55,NA
2025-02-27,2025,2,"Millbrook School","Wake",35.856111,-78.574167,65,47
2025-02-27,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,61,NA
2025-02-27,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,64,NA
2025-02-28,2025,2,"Bryson City","Swain",35.434767,-83.442133,19,NA
2025-02-28,2025,2,"Castle Hayne","New Hanover",34.364167,-77.838611,26,NA
2025-02-28,2025,2,"Clemmons Middle","Forsyth",36.026612,-80.341962,13,45
2025-02-28,2025,2,"Durham Armory","Durham",36.0329550008979,-78.904037,23,NA
2025-02-28,2025,2,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,19,45
2025-02-28,2025,2,"Hattie Avenue","Forsyth",36.11094,-80.224501,14,44
2025-02-28,2025,2,"Leggett","Edgecombe",35.988278,-77.5843,19,NA
2025-02-28,2025,2,"Mendenhall School","Guilford",36.1090060008986,-79.802314,12,NA
2025-02-28,2025,2,"Millbrook School","Wake",35.856111,-78.574167,24,42
2025-02-28,2025,2,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17,NA
2025-02-28,2025,2,"West Johnston Co.","Johnston",35.59095,-78.4622,16,NA
2025-03-01,2025,3,"Bryson City","Swain",35.434767,-83.442133,17,43
2025-03-01,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,57.5,51
2025-03-01,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,28,48
2025-03-01,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,45,NA
2025-03-01,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,46
2025-03-01,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,32,49
2025-03-01,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,29,47
2025-03-01,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,36,0
2025-03-01,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,47
2025-03-01,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24,47
2025-03-01,2025,3,"Millbrook School","Wake",35.856111,-78.574167,37,48
2025-03-01,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,35,49
2025-03-01,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,39,NA
2025-03-02,2025,3,"Bryson City","Swain",35.434767,-83.442133,12,40
2025-03-02,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,22.5,36
2025-03-02,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,18,41
2025-03-02,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,23,NA
2025-03-02,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,16,45
2025-03-02,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,25.5,40
2025-03-02,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,21.5,41
2025-03-02,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,19,0
2025-03-02,2025,3,"Linville Falls","Avery",35.972347,-81.933072,23,43
2025-03-02,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,39
2025-03-02,2025,3,"Millbrook School","Wake",35.856111,-78.574167,18,38
2025-03-02,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,12,39
2025-03-02,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,9,NA
2025-03-03,2025,3,"Bryson City","Swain",35.434767,-83.442133,27,42
2025-03-03,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,28.5,41
2025-03-03,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,48,44
2025-03-03,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,32,NA
2025-03-03,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,47
2025-03-03,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,40,42
2025-03-03,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,33,44
2025-03-03,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,24,0
2025-03-03,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,44
2025-03-03,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,31,41
2025-03-03,2025,3,"Millbrook School","Wake",35.856111,-78.574167,39,40
2025-03-03,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17,42
2025-03-03,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,37,NA
2025-03-04,2025,3,"Bryson City","Swain",35.434767,-83.442133,48,43
2025-03-04,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,25,42
2025-03-04,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,35,44
2025-03-04,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,51,43
2025-03-04,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
2025-03-04,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29,42
2025-03-04,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,34,44
2025-03-04,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,26,NA
2025-03-04,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,44
2025-03-04,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,43
2025-03-04,2025,3,"Millbrook School","Wake",35.856111,-78.574167,34,40
2025-03-04,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17,43
2025-03-04,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,42,NA
2025-03-05,2025,3,"Bryson City","Swain",35.434767,-83.442133,25,35
2025-03-05,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,52.5,38
2025-03-05,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,34,44
2025-03-05,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,25,37
2025-03-05,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,38,42
2025-03-05,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,33,44
2025-03-05,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,32,NA
2025-03-05,2025,3,"Linville Falls","Avery",35.972347,-81.933072,20,45
2025-03-05,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,33,43
2025-03-05,2025,3,"Millbrook School","Wake",35.856111,-78.574167,31,35
2025-03-05,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,30,38
2025-03-05,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,31,NA
2025-03-06,2025,3,"Bryson City","Swain",35.434767,-83.442133,13,36
2025-03-06,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,25,32
2025-03-06,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,9,36
2025-03-06,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,12,34
2025-03-06,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,42
2025-03-06,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,35
2025-03-06,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,10,35
2025-03-06,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,11,36
2025-03-06,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,38
2025-03-06,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,6,34
2025-03-06,2025,3,"Millbrook School","Wake",35.856111,-78.574167,11,33
2025-03-06,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,34
2025-03-06,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,0,36
2025-03-07,2025,3,"Bryson City","Swain",35.434767,-83.442133,20,32
2025-03-07,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,25,38
2025-03-07,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,23,35
2025-03-07,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,46,36
2025-03-07,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
2025-03-07,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,39
2025-03-07,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,25,33
2025-03-07,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,30,39
2025-03-07,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,41
2025-03-07,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,33
2025-03-07,2025,3,"Millbrook School","Wake",35.856111,-78.574167,47,34
2025-03-07,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,12,38
2025-03-07,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,26,40
2025-03-08,2025,3,"Bryson City","Swain",35.434767,-83.442133,41,43
2025-03-08,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,55,45
2025-03-08,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,32,43
2025-03-08,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,59,42
2025-03-08,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,27,46
2025-03-08,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,52,44
2025-03-08,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,46.5,41
2025-03-08,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,47,44
2025-03-08,2025,3,"Linville Falls","Avery",35.972347,-81.933072,26,42
2025-03-08,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,34,42
2025-03-08,2025,3,"Millbrook School","Wake",35.856111,-78.574167,50,43
2025-03-08,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,51,46
2025-03-08,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,47
2025-03-09,2025,3,"Bryson City","Swain",35.434767,-83.442133,25,40
2025-03-09,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,37.5,37
2025-03-09,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,22,44
2025-03-09,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,16,41
2025-03-09,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
2025-03-09,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,23,43
2025-03-09,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,24,44
2025-03-09,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,32,44
2025-03-09,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,44
2025-03-09,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,44
2025-03-09,2025,3,"Millbrook School","Wake",35.856111,-78.574167,26,41
2025-03-09,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,41
2025-03-09,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,43
2025-03-10,2025,3,"Bryson City","Swain",35.434767,-83.442133,29,40
2025-03-10,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,37,38
2025-03-10,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,30,43
2025-03-10,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,36,40
2025-03-10,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48
2025-03-10,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,30
2025-03-10,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,34,44
2025-03-10,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,28,41
2025-03-10,2025,3,"Linville Falls","Avery",35.972347,-81.933072,NA,43
2025-03-10,2025,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,26,38
2025-03-10,2025,3,"Millbrook School","Wake",35.856111,-78.574167,44,39
2025-03-10,2025,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,31,41
2025-03-10,2025,3,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,41
2025-03-11,2025,3,"Bryson City","Swain",35.434767,-83.442133,30,48
2025-03-11,2025,3,"Castle Hayne","New Hanover",34.364167,-77.838611,26.5,43
2025-03-11,2025,3,"Clemmons Middle","Forsyth",36.026612,-80.341962,31,64
2025-03-11,2025,3,"Durham Armory","Durham",36.0329550008979,-78.904037,35,48
2025-03-11,2025,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,20,74
2025-03-11,2025,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,34,49
2025-03-11,2025,3,"Hattie Avenue","Forsyth",36.11094,-80.224501,30,64
2025-03-11,2025,3,"Leggett","Edgecombe",35.988278,-77.5843,22,46
2025-03-11,2025,3,"Linville Falls","Avery",35.972347,-81.933072,21,51
